Record_ID,State,Area_Type,Population,Health_Facilities,Doctors_per_1000,Nurses_per_1000,Insurance_Coverage_pct,Immunization_Coverage_pct,Skilled_Birth_Attendance_pct,Out_of_Pocket_Expenditure_pct,Improved_Water_Access_pct,Electricity_Availability_pct,Avg_Travel_Time_to_Facility_min,UHC_Readiness_Index,Readiness_Category
3968,Edo,Urban,1866479,322,1.16,5.78,11.8,53.4,63.0,45.5,81.1,96.4,81.5,58.4,Moderate
3969,Niger,Rural,4041749,564,3.12,3.71,83.4,51.4,83.5,34.8,62.1,93.0,110.4,81.5,High
3970,Yobe,Urban,4132824,913,3.28,4.96,47.3,52.1,42.9,27.6,82.6,59.9,23.0,79.5,High
3971,Kano,Rural,786180,377,1.29,10.48,79.6,65.8,53.8,42.0,81.7,63.4,50.4,77.4,High
3972,Nasarawa,Rural,1261230,385,1.01,5.66,22.1,62.8,77.0,75.1,72.6,64.2,46.8,58.0,Moderate
3973,Bauchi,Rural,2437804,1156,2.35,6.14,75.4,59.2,36.0,50.3,66.6,39.0,119.3,65.4,Moderate
3974,Adamawa,Urban,614669,1082,3.16,8.15,38.6,66.3,58.1,32.8,60.8,77.0,114.7,78.1,High
3975,Niger,Rural,3725002,589,1.9,10.3,84.8,96.3,42.4,51.6,69.2,53.0,11.3,84.5,High
3976,Edo,Urban,634458,839,2.57,2.51,2.8,80.5,32.1,73.3,52.4,62.3,39.0,56.4,Moderate
3977,Kaduna,Urban,2008252,1077,0.77,9.37,29.4,71.3,57.9,40.7,37.8,38.4,20.3,62.4,Moderate
3978,Benue,Rural,3713309,849,0.48,7.58,55.3,68.6,33.2,68.7,80.5,72.2,54.1,57.3,Moderate
3979,Kebbi,Rural,1433778,386,2.84,9.51,10.5,40.8,82.9,42.7,46.3,52.8,9.3,78.3,High
3980,Kwara,Rural,4757983,936,1.39,1.4,13.1,98.7,96.0,44.3,40.6,72.0,89.6,58.4,Moderate
3981,Osun,Urban,742411,448,3.38,11.63,18.2,58.7,56.2,35.5,30.4,84.5,23.3,85.8,High
3982,Ondo,Rural,2842285,747,2.3,6.26,7.0,44.9,49.2,53.7,32.2,80.4,66.4,59.3,Moderate
3983,Bauchi,Urban,3538761,809,1.59,6.09,26.1,78.1,40.3,31.7,91.0,25.4,19.7,65.4,Moderate
3984,Plateau,Urban,1209383,1192,2.05,8.85,23.8,70.5,54.7,53.3,30.7,41.5,74.0,64.1,Moderate
3985,Delta,Rural,2556997,813,3.43,5.71,28.2,56.1,53.1,29.2,37.4,71.2,58.6,75.4,High
3986,Zamfara,Rural,3970592,1084,2.98,6.54,30.9,72.0,72.4,21.9,34.2,51.5,98.5,74.4,Moderate
3987,Zamfara,Rural,1538519,558,0.73,1.13,36.6,94.4,59.4,46.4,97.9,59.7,66.2,55.5,Moderate
3988,Akwa Ibom,Urban,3896444,636,0.97,3.96,77.4,97.2,35.7,67.3,77.2,82.9,84.0,61.0,Moderate
3989,Kebbi,Urban,1211673,1049,2.07,8.38,70.7,74.7,36.4,25.2,39.5,34.4,91.5,70.4,Moderate
3990,Plateau,Urban,60256,1110,1.27,2.92,44.3,41.9,50.1,27.0,56.8,46.2,119.6,50.0,Low
3991,Oyo,Urban,2457019,960,3.02,5.7,41.5,44.6,33.7,23.0,42.1,96.2,54.6,73.3,Moderate
3992,Anambra,Urban,1227152,457,1.81,3.8,15.3,67.6,47.7,54.6,59.1,98.7,30.2,61.5,Moderate
3993,Kogi,Rural,4563590,366,3.45,6.76,57.1,60.9,47.8,49.0,60.0,90.3,32.2,84.3,High
3994,Cross River,Urban,1302050,738,0.32,5.36,63.7,85.0,71.6,59.8,67.6,30.9,28.7,60.6,Moderate
3995,Jigawa,Urban,1120441,685,3.34,4.71,43.6,76.2,43.5,60.1,77.6,21.7,67.5,71.4,Moderate
3996,Edo,Rural,2177835,713,1.66,8.12,39.4,43.5,64.4,60.3,76.6,96.8,80.0,67.2,Moderate
3997,Niger,Rural,1819075,249,1.09,10.0,40.9,78.6,96.5,24.5,45.9,28.7,98.0,70.1,Moderate
3998,Ogun,Rural,3163699,1061,2.37,2.0,15.1,87.5,51.9,67.1,59.6,38.2,113.8,53.5,Low
3999,Lagos,Urban,1622406,979,0.79,1.64,3.0,73.8,43.3,42.5,76.9,59.8,59.8,46.0,Low
4000,Ondo,Urban,4380991,1130,1.26,10.14,42.7,44.2,40.7,39.9,37.6,20.5,32.1,61.4,Moderate
4001,Katsina,Urban,1031467,1163,0.16,3.37,83.0,95.1,91.5,66.4,51.2,96.2,9.8,67.9,Moderate
4002,Adamawa,Urban,663573,168,2.88,8.12,69.8,53.0,75.7,66.2,53.8,31.3,71.8,77.3,High
4003,Anambra,Rural,2027944,278,3.02,10.65,84.0,67.8,77.4,82.4,32.8,88.9,25.6,90.9,High
4004,Ogun,Rural,644618,925,2.64,0.99,50.7,74.0,54.8,84.1,33.4,65.1,8.5,64.6,Moderate
4005,Benue,Urban,4136000,402,0.45,10.27,73.8,56.9,89.6,31.8,85.8,85.1,108.1,72.9,Moderate
4006,Akwa Ibom,Urban,3949398,413,2.01,9.59,36.8,43.4,57.8,54.5,80.2,48.8,87.5,67.5,Moderate
4007,Ekiti,Urban,3934069,134,0.47,0.73,70.8,60.6,40.6,39.8,90.1,21.2,99.6,45.9,Low
4008,Katsina,Rural,2564740,791,3.27,8.49,31.0,89.8,49.0,25.7,97.0,53.8,98.6,82.7,High
4009,Ebonyi,Rural,120118,45,1.9,4.86,34.9,77.5,75.5,66.3,58.4,87.7,18.8,70.9,Moderate
4010,Plateau,Urban,194634,982,0.07,10.9,3.1,81.2,44.6,81.2,60.6,35.1,63.7,47.9,Low
4011,Oyo,Rural,1429375,299,0.88,9.83,17.8,50.6,52.4,67.0,75.7,62.8,30.6,59.9,Moderate
4012,Niger,Rural,708565,96,3.05,2.9,21.5,59.4,38.0,37.9,62.5,52.0,58.1,64.7,Moderate
4013,Jigawa,Rural,2052642,450,2.46,1.08,3.6,60.7,36.0,84.2,66.5,50.1,79.1,47.6,Low
4014,FCT,Urban,2734619,721,2.21,2.87,27.0,79.2,35.9,23.6,57.2,66.5,82.6,61.4,Moderate
4015,Enugu,Urban,4319520,467,2.24,8.27,6.0,41.1,63.2,52.4,53.4,46.0,113.9,59.0,Moderate
4016,Katsina,Urban,934180,415,2.59,6.84,79.8,69.0,75.9,54.9,48.9,50.7,112.3,75.8,High
4017,FCT,Urban,3430173,583,2.23,1.51,44.0,82.2,92.5,39.4,37.5,94.3,25.4,74.4,Moderate
4018,Akwa Ibom,Urban,446137,874,3.47,5.72,7.5,90.8,96.2,82.5,47.2,86.4,61.0,78.8,High
4019,Akwa Ibom,Urban,3305349,347,1.3,5.12,30.7,86.6,87.0,51.6,42.7,65.6,14.1,68.0,Moderate
4020,Adamawa,Rural,1021641,1045,2.28,6.03,28.0,90.1,93.8,58.9,78.5,79.2,54.9,77.8,High
4021,Edo,Urban,779419,45,1.55,9.94,2.9,97.2,56.5,76.2,36.9,84.8,103.9,60.9,Moderate
4022,Lagos,Urban,996940,546,3.46,4.1,37.8,52.9,68.8,35.4,70.4,45.4,118.7,71.9,Moderate
4023,Katsina,Rural,4625742,894,2.04,11.79,13.2,77.1,58.2,57.6,65.6,51.9,80.8,70.7,Moderate
4024,Zamfara,Urban,2888128,712,0.8,10.87,56.7,87.1,96.2,80.9,76.1,33.4,8.3,75.7,High
4025,Nasarawa,Urban,2180373,603,1.87,3.27,2.9,87.2,54.1,23.8,78.5,63.6,57.9,62.7,Moderate
4026,Bayelsa,Urban,3746459,345,2.18,8.77,73.6,69.9,54.0,35.1,97.7,92.3,32.6,86.8,High
4027,Ekiti,Urban,4260613,171,3.28,10.23,69.2,66.1,84.1,38.8,64.3,86.0,77.0,94.1,High
4028,Edo,Urban,4172488,458,3.29,1.52,57.0,45.1,97.2,49.4,36.5,20.5,37.7,73.1,Moderate
4029,Abia,Urban,571515,67,1.56,6.23,28.5,84.7,48.1,50.8,72.3,59.7,78.5,62.2,Moderate
4030,Adamawa,Rural,117335,173,2.64,10.58,9.5,54.1,87.5,64.7,41.6,29.3,99.8,68.8,Moderate
4031,Bauchi,Urban,3959686,1017,0.37,9.94,22.5,86.4,74.3,30.5,54.5,70.3,104.4,61.8,Moderate
4032,Kano,Rural,4754964,1184,3.29,3.57,22.7,66.4,59.0,38.8,56.0,60.9,110.8,67.8,Moderate
4033,Kano,Rural,423261,223,3.12,4.79,59.1,72.2,87.2,33.4,57.4,45.9,92.4,80.0,High
4034,FCT,Urban,3203059,721,1.06,5.81,84.6,47.0,42.8,63.8,82.0,88.4,95.7,61.3,Moderate
4035,Borno,Rural,4865610,1170,1.51,7.02,46.4,87.4,70.1,55.3,34.9,49.8,52.3,67.3,Moderate
4036,Lagos,Rural,3874795,617,3.06,8.88,83.2,91.3,76.5,63.9,64.7,70.1,85.0,89.5,High
4037,Oyo,Urban,4302701,42,3.25,8.93,32.8,75.2,60.5,82.0,71.4,91.9,61.4,80.9,High
4038,FCT,Urban,2390801,967,0.19,5.82,4.8,88.1,66.2,32.5,80.4,81.6,32.0,58.5,Moderate
4039,Gombe,Rural,2243771,834,2.71,8.45,78.9,82.4,59.9,56.6,57.9,46.7,11.0,86.1,High
4040,Kebbi,Rural,4751465,352,0.06,9.05,31.8,44.8,61.7,77.1,44.5,25.3,30.1,48.9,Low
4041,Kebbi,Rural,3391609,456,2.81,6.34,75.6,98.0,97.8,70.4,95.0,66.5,98.9,86.8,High
4042,Abia,Rural,1118685,395,0.24,6.51,19.9,88.0,32.2,58.9,70.2,25.4,84.9,44.8,Low
4043,Osun,Urban,4629786,594,2.41,7.97,30.7,56.6,83.3,39.1,35.4,85.3,40.7,77.3,High
4044,Lagos,Urban,2198317,423,1.92,5.07,12.3,81.5,82.1,30.3,72.1,69.9,100.3,67.0,Moderate
4045,Nasarawa,Rural,1547361,554,1.51,10.05,82.8,90.6,96.9,36.3,58.8,31.2,85.0,82.1,High
4046,Nasarawa,Rural,3814985,136,0.09,7.48,15.6,79.2,33.9,77.9,47.0,86.9,47.8,47.4,Low
4047,Ebonyi,Urban,4045712,170,0.27,10.46,8.4,67.4,62.1,20.5,84.2,76.5,70.8,62.1,Moderate
4048,Nasarawa,Urban,2677144,81,3.19,10.46,47.7,79.4,31.5,31.2,46.7,98.4,72.0,84.8,High
4049,Imo,Urban,2388958,844,0.71,4.09,11.0,94.5,36.2,35.5,36.2,97.1,108.4,48.5,Low
4050,Bauchi,Rural,2580795,188,2.93,4.47,26.9,45.1,98.0,82.3,89.3,93.8,44.1,75.8,High
4051,Adamawa,Urban,3795136,613,1.25,5.22,18.1,80.7,56.3,35.1,58.4,44.3,51.0,59.1,Moderate
4052,Imo,Rural,215090,814,0.95,4.24,76.6,58.7,75.0,24.2,69.1,52.6,31.6,68.8,Moderate
4053,Bauchi,Rural,2920381,316,2.3,7.55,72.1,76.9,76.8,51.6,73.1,85.0,28.9,85.8,High
4054,Zamfara,Urban,2277066,412,1.0,10.35,47.4,65.6,83.2,24.2,86.6,37.1,110.5,70.3,Moderate
4055,Imo,Rural,3103370,211,3.37,8.95,8.3,70.7,32.7,77.7,94.7,67.3,74.1,72.7,Moderate
4056,Jigawa,Urban,4382270,553,2.74,2.85,78.2,45.1,32.4,60.2,70.2,88.4,54.4,69.5,Moderate
4057,Lagos,Urban,2056012,1170,2.66,8.68,62.8,73.1,69.7,30.3,31.2,23.8,74.7,78.4,High
4058,Ogun,Rural,4157041,255,2.38,11.33,56.7,88.3,85.2,28.3,70.2,37.4,105.2,85.4,High
4059,Enugu,Urban,273090,885,0.43,8.49,77.6,50.0,50.2,57.3,37.5,60.4,90.6,56.5,Moderate
4060,Plateau,Urban,4190271,931,0.65,3.25,46.2,70.2,92.9,84.5,73.0,41.2,18.3,57.9,Moderate
4061,Delta,Urban,1965939,678,1.43,8.34,49.6,40.5,72.8,25.5,62.6,68.4,110.3,66.8,Moderate
4062,Osun,Urban,2659668,735,2.0,3.36,19.4,52.2,92.5,36.1,59.8,76.2,67.5,65.7,Moderate
4063,Plateau,Urban,3649625,1137,2.46,7.79,66.0,82.4,98.8,65.0,69.6,28.2,96.2,79.2,High
4064,Nasarawa,Urban,3199038,276,0.62,8.16,46.7,44.6,74.9,38.9,56.6,32.7,110.5,55.8,Moderate
4065,Ondo,Urban,1237078,342,2.11,0.54,45.4,90.3,49.7,76.3,96.3,90.4,78.5,62.4,Moderate
4066,Bayelsa,Urban,2905528,524,0.8,2.1,13.5,49.4,59.9,49.4,90.1,77.3,50.2,50.5,Low
4067,Imo,Rural,2424252,194,0.41,4.44,13.3,70.8,63.5,72.9,49.3,47.4,5.9,49.3,Low
4068,Edo,Rural,1869716,371,1.58,4.09,24.7,44.6,53.7,58.1,76.1,22.7,84.5,50.8,Low
4069,Kwara,Rural,93288,1136,2.05,7.77,24.3,89.3,75.7,69.1,49.2,49.6,71.3,68.3,Moderate
4070,Ondo,Urban,3639788,877,2.3,7.44,42.1,94.4,48.2,28.9,67.5,29.6,42.1,75.6,High
4071,Borno,Rural,2442922,1132,0.66,9.6,2.0,81.6,94.8,32.2,50.8,72.1,56.6,66.3,Moderate
4072,Gombe,Urban,2757185,880,3.24,2.4,45.0,74.5,38.9,27.6,41.9,61.0,92.0,68.5,Moderate
4073,Rivers,Urban,1484845,83,1.95,8.87,73.4,73.0,33.2,31.4,80.0,70.7,103.2,74.3,Moderate
4074,Imo,Rural,4788744,177,2.05,1.99,16.7,46.8,74.6,72.1,48.9,31.4,78.0,50.9,Low
4075,Abia,Urban,1470823,991,0.78,8.89,42.7,85.9,39.0,75.0,70.0,33.2,15.0,61.1,Moderate
4076,Kebbi,Rural,1825668,355,2.11,11.13,13.3,61.3,62.0,83.4,69.4,60.5,65.4,68.1,Moderate
4077,FCT,Rural,4530804,223,1.54,0.89,16.8,50.1,33.4,20.3,74.8,57.4,8.7,54.6,Low
4078,Kwara,Urban,469302,1118,1.74,9.55,6.1,62.4,52.6,39.1,30.9,60.3,119.9,58.4,Moderate
4079,Zamfara,Rural,2480636,1193,1.18,11.38,9.0,51.0,74.6,53.2,93.2,96.0,7.5,73.9,Moderate
4080,Plateau,Urban,4002989,267,1.02,1.76,66.7,46.5,98.5,78.4,46.2,43.4,110.9,51.4,Low
4081,Enugu,Rural,1973155,287,2.45,7.56,68.5,85.9,82.1,29.5,71.6,53.7,37.1,87.7,High
4082,Edo,Rural,2768098,1003,3.45,11.21,59.1,71.9,75.6,60.9,35.1,44.7,113.0,84.0,High
4083,Anambra,Urban,3124458,396,0.33,7.19,38.5,91.3,64.3,22.9,98.0,67.4,14.6,69.7,Moderate
4084,Bayelsa,Rural,2738833,1101,0.81,9.87,76.9,76.8,37.9,80.7,42.4,41.0,115.1,57.0,Moderate
4085,Taraba,Rural,523713,778,3.37,11.21,55.6,65.6,47.1,80.4,97.9,71.3,81.7,84.8,High
4086,Kebbi,Rural,1011983,312,0.43,4.44,14.1,93.2,38.0,74.9,78.1,80.0,76.4,47.3,Low
4087,Jigawa,Urban,789813,456,2.55,4.94,57.7,59.8,62.8,35.1,75.1,53.4,68.1,74.0,Moderate
4088,Abia,Rural,2130513,1147,2.77,10.86,3.9,85.1,30.0,26.0,67.7,90.4,100.0,75.3,High
4089,Rivers,Urban,4909309,1007,0.62,3.65,24.5,49.4,54.0,37.3,93.5,85.0,41.1,55.2,Moderate
4090,Akwa Ibom,Urban,2312561,761,1.78,8.14,73.3,43.8,61.1,27.3,49.7,38.8,71.6,70.9,Moderate
4091,Bauchi,Urban,98156,862,2.13,3.45,81.3,52.1,97.3,38.4,48.8,61.4,75.0,74.2,Moderate
4092,Oyo,Urban,3316163,798,2.07,5.11,46.9,75.6,78.4,32.2,97.0,90.7,14.9,82.1,High
4093,Ogun,Rural,222632,1066,1.04,9.27,71.4,54.0,33.3,42.6,53.2,84.7,70.2,65.7,Moderate
4094,Ebonyi,Urban,4582433,793,0.45,4.82,11.2,73.9,60.5,44.4,36.8,83.6,119.2,46.2,Low
4095,Ogun,Rural,2837241,534,1.18,8.83,26.0,56.0,77.6,66.3,43.5,34.9,65.4,59.2,Moderate
4096,Borno,Urban,3983932,1152,3.1,11.59,23.2,67.3,65.2,71.5,83.1,52.4,68.1,80.7,High
4097,Plateau,Urban,3944292,877,3.06,11.92,60.5,79.6,42.1,25.3,62.0,69.6,30.1,92.5,High
4098,Borno,Urban,3739942,958,0.49,11.6,16.3,59.8,66.6,27.4,74.6,76.6,76.5,64.6,Moderate
4099,Ogun,Urban,562530,530,1.49,10.65,72.7,72.2,61.0,52.7,48.4,30.0,49.7,73.6,Moderate
4100,Kogi,Rural,3744695,1173,3.05,11.34,68.8,60.4,60.6,46.7,64.3,34.5,34.5,88.1,High
4101,Imo,Urban,4978060,53,2.34,9.69,9.3,63.1,47.5,75.5,72.5,96.7,12.7,73.0,Moderate
4102,Kogi,Urban,4677628,945,1.2,11.2,27.0,90.5,59.2,62.2,93.7,31.4,17.6,72.0,Moderate
4103,Nasarawa,Rural,3041584,320,2.87,11.44,63.5,86.9,97.4,71.6,76.4,56.1,51.4,93.2,High
4104,Abia,Rural,2962241,1151,2.97,7.91,17.1,97.1,46.6,74.5,82.9,58.0,73.3,73.4,Moderate
4105,Niger,Urban,913449,1174,0.28,11.98,25.0,84.7,84.9,48.4,46.1,37.7,9.9,68.1,Moderate
4106,Niger,Urban,761911,954,0.53,2.18,11.9,85.8,58.6,33.4,92.6,71.0,46.2,54.1,Low
4107,Benue,Urban,2864096,542,3.49,11.52,16.4,64.6,53.2,24.4,91.9,30.0,116.5,81.1,High
4108,Cross River,Urban,482281,350,3.29,9.99,78.4,92.1,35.7,84.2,97.0,63.5,29.6,90.0,High
4109,Benue,Rural,1896170,486,1.17,11.05,20.5,56.2,98.8,67.0,62.5,44.4,94.8,64.8,Moderate
4110,Osun,Rural,1671741,228,0.44,1.39,35.5,81.1,45.2,75.3,42.3,86.4,89.9,42.4,Low
4111,Niger,Rural,3102143,1076,2.73,3.47,79.5,90.1,46.4,38.7,40.4,47.2,99.4,71.5,Moderate
4112,Yobe,Urban,3962039,16,1.66,1.23,33.9,78.3,44.4,23.1,98.6,32.7,54.9,59.7,Moderate
4113,Bayelsa,Urban,3134301,215,0.38,2.29,84.5,89.1,86.8,77.1,53.1,58.7,116.4,54.6,Low
4114,Kano,Rural,2917746,758,0.67,6.76,17.8,92.4,43.5,21.0,74.9,57.1,87.0,57.5,Moderate
4115,Benue,Rural,1080465,289,3.1,10.8,63.2,94.7,82.1,44.5,53.7,52.5,100.8,89.8,High
4116,Edo,Urban,98781,106,0.2,4.01,32.4,97.3,77.7,27.9,97.6,55.1,48.8,61.4,Moderate
4117,Enugu,Urban,3032942,183,3.28,2.63,83.2,47.6,96.8,49.3,57.8,50.4,31.2,83.5,High
4118,Ondo,Urban,4902061,444,2.85,7.66,39.5,83.9,93.3,24.3,51.9,95.7,75.6,87.3,High
4119,Bayelsa,Rural,2110133,163,2.55,5.35,41.1,77.2,38.7,61.2,79.3,82.3,88.7,68.3,Moderate
4120,Akwa Ibom,Rural,4960704,707,0.19,0.96,74.1,41.8,77.0,37.1,32.5,84.8,26.4,54.5,Low
4121,Edo,Urban,3903515,1094,2.91,10.83,46.4,63.6,53.9,21.4,67.8,67.2,29.2,88.3,High
4122,Adamawa,Rural,3482729,902,0.84,7.1,17.2,75.4,41.5,71.3,42.5,41.2,67.5,48.9,Low
4123,Ogun,Urban,661729,350,1.28,5.94,35.1,58.4,69.5,82.6,95.9,63.8,16.5,64.1,Moderate
4124,Bauchi,Rural,335744,1053,3.06,9.37,30.4,54.0,61.3,57.8,76.9,88.8,12.6,84.2,High
4125,Zamfara,Rural,2385686,939,0.97,9.77,47.2,96.0,68.5,29.4,44.7,76.4,83.1,71.7,Moderate
4126,Kano,Rural,724242,547,2.77,8.18,27.1,57.9,54.5,63.2,83.7,82.5,89.6,72.5,Moderate
4127,Ekiti,Urban,2313401,489,0.66,7.74,40.5,76.6,70.5,36.7,56.2,24.4,12.4,64.7,Moderate
4128,Imo,Rural,1285586,696,3.17,1.99,35.5,56.6,57.4,81.2,39.1,77.9,45.4,65.2,Moderate
4129,Enugu,Urban,3915978,1160,2.55,9.45,71.4,66.0,87.9,20.7,58.5,57.0,78.4,87.5,High
4130,Enugu,Urban,781587,399,0.14,10.31,52.8,52.6,57.6,45.7,33.5,57.8,116.4,53.6,Low
4131,Ondo,Urban,4247345,631,1.94,2.32,79.6,73.3,35.8,74.6,44.5,92.5,41.9,64.2,Moderate
4132,Osun,Rural,3365846,843,1.89,11.3,30.2,61.4,57.0,27.7,36.5,26.8,52.7,70.8,Moderate
4133,Rivers,Urban,2608697,561,0.61,5.9,79.9,84.5,93.9,63.9,90.4,34.0,31.5,70.8,Moderate
4134,Akwa Ibom,Urban,2533471,541,3.06,5.21,70.5,60.7,79.0,75.8,70.9,55.7,28.4,81.1,High
4135,Sokoto,Rural,4746304,215,1.38,2.94,47.2,59.0,49.6,72.0,36.2,71.8,21.1,56.0,Moderate
4136,Zamfara,Urban,1604684,320,0.76,1.97,6.5,61.1,71.9,23.6,69.6,68.8,31.9,54.2,Low
4137,Nasarawa,Urban,4642645,335,2.51,2.4,81.2,58.2,34.8,52.5,58.1,81.8,55.4,68.8,Moderate
4138,Plateau,Urban,2799302,611,1.96,4.85,35.9,57.1,77.2,21.2,30.5,94.7,81.3,68.2,Moderate
4139,Ekiti,Urban,1041240,341,2.05,5.21,32.3,88.9,54.2,21.2,38.0,27.2,46.9,67.1,Moderate
4140,Kebbi,Rural,2553515,604,1.22,3.4,84.7,65.5,47.8,47.9,45.4,24.9,59.7,58.6,Moderate
4141,Plateau,Urban,207788,720,0.13,7.74,24.2,50.4,38.2,60.3,48.0,83.4,114.5,43.4,Low
4142,Katsina,Rural,2710957,11,1.34,11.78,15.5,63.4,96.9,67.8,74.8,81.5,107.0,69.8,Moderate
4143,Ebonyi,Urban,4752154,1039,0.58,9.97,51.5,87.1,30.9,82.9,86.3,77.5,11.2,65.5,Moderate
4144,Niger,Rural,4289930,1194,1.02,7.15,18.5,96.2,40.3,67.4,66.7,96.5,89.0,57.7,Moderate
4145,Kano,Urban,318342,653,1.87,1.63,35.2,80.0,94.9,77.8,79.9,61.9,37.8,65.9,Moderate
4146,FCT,Rural,199832,953,0.65,2.93,84.7,46.1,47.6,81.5,36.6,85.5,112.3,47.3,Low
4147,Anambra,Urban,2514593,19,2.25,6.21,23.6,48.2,32.0,76.9,75.5,84.7,103.3,57.3,Moderate
4148,Imo,Rural,4963193,215,3.11,5.59,52.9,53.4,92.8,50.8,68.7,86.7,10.4,87.2,High
4149,Akwa Ibom,Rural,928703,639,3.29,9.38,4.1,61.2,48.3,77.3,50.4,79.8,65.1,71.7,Moderate
4150,Bauchi,Rural,3410324,338,1.77,1.7,2.5,70.2,82.2,70.9,61.9,84.4,92.3,54.1,Low
4151,Abia,Rural,4057138,836,0.51,1.82,55.6,66.9,83.0,22.2,34.4,63.8,37.4,58.6,Moderate
4152,Katsina,Urban,4255068,628,2.43,3.14,66.8,80.8,94.2,40.1,83.4,67.1,40.0,82.3,High
4153,Niger,Rural,3747367,1148,0.53,10.61,85.0,68.9,88.1,38.1,59.9,39.1,56.1,74.7,Moderate
4154,Nasarawa,Rural,4979603,770,1.24,5.32,58.8,46.0,50.5,45.8,75.1,75.8,15.9,65.7,Moderate
4155,Gombe,Rural,1761443,364,3.47,2.09,7.9,69.2,59.7,52.1,63.9,33.0,51.8,66.5,Moderate
4156,Jigawa,Urban,2313750,166,1.17,0.62,72.7,41.6,75.4,72.3,68.4,36.0,18.5,56.6,Moderate
4157,Katsina,Rural,4820298,903,0.23,1.53,12.7,87.6,74.6,72.8,62.3,75.3,15.7,49.4,Low
4158,Taraba,Urban,2253264,988,0.38,7.26,69.3,92.3,43.0,52.5,42.8,25.4,34.6,59.3,Moderate
4159,Ekiti,Rural,2466777,345,2.64,6.35,4.1,69.4,70.3,50.0,74.4,48.7,36.0,71.2,Moderate
4160,Kaduna,Rural,3453180,903,1.19,2.55,27.7,67.2,95.4,45.1,90.6,69.7,99.7,60.0,Moderate
4161,Borno,Rural,263615,1051,2.14,2.01,73.5,68.5,78.2,57.2,40.3,81.9,94.0,67.1,Moderate
4162,Akwa Ibom,Urban,4827958,51,3.08,11.33,22.0,88.8,50.9,67.6,54.2,66.0,113.8,76.0,High
4163,Abia,Urban,3831043,1069,2.42,11.48,61.7,59.0,78.3,58.7,33.2,30.9,39.9,80.5,High
4164,Kaduna,Rural,513307,550,0.74,8.46,56.7,72.6,92.6,79.0,72.6,43.4,83.7,64.2,Moderate
4165,Adamawa,Urban,2139829,1069,1.04,4.25,30.7,92.8,73.7,30.8,91.7,21.4,92.3,60.1,Moderate
4166,Yobe,Urban,2298956,874,0.56,11.52,3.4,80.2,41.9,50.7,30.6,70.4,89.0,54.1,Low
4167,Adamawa,Urban,2736436,1108,1.13,4.11,2.4,48.7,42.5,31.1,38.8,63.3,50.9,48.7,Low
4168,Bauchi,Rural,535705,1066,2.88,9.4,77.1,82.3,40.3,30.8,39.9,44.1,20.9,86.2,High
4169,Ebonyi,Urban,1656871,269,0.79,6.54,55.5,44.8,82.3,58.0,71.0,62.8,82.0,60.6,Moderate
4170,Benue,Rural,1700937,310,0.66,11.3,27.0,84.5,98.1,27.8,70.3,55.1,10.2,77.9,High
4171,Imo,Rural,3046273,628,3.28,10.93,21.9,53.4,94.6,65.0,79.4,73.8,25.5,89.2,High
4172,Plateau,Rural,2182795,348,0.94,2.01,41.7,82.2,90.3,84.4,92.7,92.6,78.3,59.4,Moderate
4173,Anambra,Urban,3723768,560,3.18,8.06,52.9,90.8,43.8,34.2,47.5,87.9,46.9,85.8,High
4174,Gombe,Urban,3863640,1008,2.97,2.17,6.2,93.4,98.7,23.4,75.5,85.6,94.9,76.3,High
4175,Bayelsa,Rural,3974251,489,0.89,5.5,57.1,68.5,55.1,53.0,70.1,54.9,61.0,60.1,Moderate
4176,Kaduna,Urban,2789064,904,0.83,4.32,20.5,52.5,82.8,58.3,32.6,39.5,88.2,47.8,Low
4177,Delta,Urban,3920646,830,2.1,3.83,71.0,62.4,37.2,59.8,62.0,78.3,65.3,65.5,Moderate
4178,Borno,Rural,2108969,924,0.58,6.72,75.0,87.1,54.4,30.4,75.3,79.6,42.7,70.6,Moderate
4179,Nasarawa,Rural,3905604,612,0.57,1.41,72.6,80.9,95.0,24.1,60.8,70.4,43.3,66.4,Moderate
4180,Rivers,Urban,4168429,264,1.71,4.74,5.6,64.7,79.4,76.3,48.0,67.8,74.6,56.1,Moderate
4181,Zamfara,Urban,1888037,13,2.47,6.11,42.8,92.9,81.0,53.5,46.2,84.0,117.4,73.7,Moderate
4182,Adamawa,Urban,1678391,122,3.43,0.61,19.8,57.9,92.0,51.2,97.2,81.6,86.3,73.2,Moderate
4183,FCT,Urban,1316744,1179,2.73,3.14,80.3,95.2,43.1,44.0,44.2,85.3,33.7,78.9,High
4184,Taraba,Rural,3111674,1167,1.32,8.49,68.0,56.0,92.1,60.8,97.2,77.9,17.5,80.2,High
4185,Delta,Urban,4873827,1114,2.97,7.01,20.9,81.0,74.3,28.7,87.5,61.5,76.5,80.7,High
4186,Ekiti,Urban,1917132,1121,1.42,10.55,9.8,42.3,42.3,38.0,59.6,56.3,52.7,61.3,Moderate
4187,Taraba,Rural,2200846,568,0.27,4.96,7.6,73.7,47.8,45.5,32.7,71.3,85.3,43.7,Low
4188,Katsina,Rural,3903504,478,2.9,7.25,12.0,60.7,32.9,42.3,76.2,54.8,116.8,64.4,Moderate
4189,Ebonyi,Rural,1557400,1002,0.1,1.68,43.8,42.7,64.1,41.9,50.8,87.5,6.9,50.9,Low
